Age,Marital_Status,Education,Dependents,Residence_Type,City_Tier,Employment_Type,Years_at_Current_Job,Total_Work_Experience,Monthly_Income,Other_Income,Existing_Loans,Existing_Loan_Amount,Monthly_EMI,Debt_to_Income,Savings,Investments,Bank_Balance,Credit_Card_Utilization,Number_of_Bank_Accounts,Number_of_Credit_Cards,Credit_Score,Loan_Defaults,Missed_Payments,Tax_Return_Filed,Loan_Purpose,Loan_Amount,Loan_Tenure,Interest_Rate,Collateral,Collateral_Value,Loan_to_Value,Total_Debt_Exposure
31,Divorced,PhD,1,Urban,1,Private,0,0,54499,8603.0,0,0,0,0.0,1073054.0,297229.0,1188477.0,60.98,3,1,677.0,0,0,Yes,Personal,583956,5,10.44,No,,,583956
28,Married,High School,0,Urban,2,Private,5,7,43256,18629.0,0,0,0,76.88707684442046,182853.0,0.0,123007.0,62.27,3,2,560.0,0,0,Yes,Business,1918209,10,14.54,No,,,1918209
28,Single,Graduate,1,Rural,3,Government,3,4,80795,0.0,1,1987833,25595,31.68,766928.0,238339.0,270565.0,28.39,3,2,568.0,0,2,No,Home,3790177,15,14.07,Yes,4395752.0,86.22,5778010
44,Married,Graduate,0,Urban,1,Self-Employed,11,12,92458,0.0,1,1629728,18313,19.81,1034682.0,0.0,954648.0,8.72,2,2,677.0,0,0,Yes,Home,2867473,20,11.53,Yes,4218756.0,67.97,4497201
30,Single,No Formal,0,Urban,1,Skilled Labor,5,7,63138,0.0,0,0,0,0.0,1347446.0,0.0,499863.0,8.18,1,3,643.0,0,0,Yes,Education,749126,5,11.78,No,,,749126
30,Married,Post Graduate,2,Rural,4,Private,4,5,56075,0.0,2,1445332,15572,27.77,1006349.0,1350843.0,282695.0,52.26,2,1,660.0,0,0,Yes,Vehicle,288167,5,10.62,Yes,411096.0,70.1,1733499
43,Married,Graduate,0,Urban,2,Private,2,2,88052,225436.0,2,4201710,58580,66.53,193319.0,0.0,215108.0,49.04,2,1,492.0,0,5,Yes,Vehicle,671561,7,15.77,Yes,770939.0,87.11,4873271
33,Single,Post Graduate,0,Rural,3,Private,2,10,103128,0.0,0,0,0,0.0,666280.0,559096.0,696616.0,12.39,2,2,654.0,0,0,Yes,Business,2059770,10,11.34,Yes,3040147.0,67.75,2059770
34,Married,High School,3,Urban,2,Skilled Labor,0,1,23836,0.0,0,0,0,0.0,131974.0,,104113.0,38.0,2,1,636.0,0,0,No,Home,891321,25,12.76,Yes,1141709.0,94.0676901896278,891321
35,Married,High School,1,Urban,1,Self-Employed,0,1,115596,0.0,1,2140823,25309,21.89,1907367.0,0.0,1832358.0,42.38,3,3,644.0,0,0,Yes,Vehicle,1269493,7,12.23,No,,,3410316
48,Married,Diploma,1,Urban,2,Private,0,0,77523,0.0,2,1060570,10959,14.14,1402501.0,0.0,1254060.0,98.98784180197512,3,2,678.0,0,0,No,Home,4063472,30,11.15,Yes,8783444.0,46.26,5124042
37,Married,High School,2,Urban,1,Private,7,8,55912,14817.0,0,0,0,73.7535080718083,497406.0,983919.0,469363.0,52.68,2,1,608.0,0,0,No,Education,609836,7,13.34,No,,,609836
40,Married,Graduate,0,Urban,1,Private,12,19,139583,492412.0,0,0,0,0.0,1742111.0,783766.0,1714211.0,33.74,3,2,697.0,0,0,Yes,Business,3262319,15,10.35,No,,,3262319
31,Single,No Formal,0,Urban,1,Skilled Labor,1,4,41491,313011.0,0,0,0,0.0,678049.0,499664.0,355996.0,24.26,2,1,648.0,0,0,Yes,Home,3187637,25,12.57,Yes,4269197.0,74.67,3187637
25,Single,High School,0,Urban,1,Unemployed,2,4,27064,0.0,1,1739117,21010,77.63,116965.0,0.0,122600.0,42.98,3,1,503.0,0,3,No,Home,1171830,25,15.83,Yes,1322231.0,88.63,2910947
27,Married,No Formal,3,Urban,1,Skilled Labor,0,0,35115,,0,0,0,0.0,228223.0,0.0,214337.0,64.16,1,2,635.0,0,0,Yes,Business,1337069,15,11.58,Yes,1657309.0,80.68,1337069
49,Married,Graduate,1,Urban,1,Private,0,3,51774,0.0,1,2152620,26489,51.16,653061.0,370485.0,580112.0,31.96,2,1,507.0,0,3,Yes,Home,2030311,20,13.96,Yes,4244174.0,47.84,4182931
29,Single,PhD,0,Rural,4,Private,0,8,53728,0.0,1,808512,9078,16.9,804703.0,0.0,708129.0,37.31,1,1,642.0,0,0,Yes,Business,1180583,15,12.32,Yes,1665032.0,70.9,1989095
32,Married,Post Graduate,2,Urban,1,Private,5,6,74861,394243.0,1,2265017,20832,27.83,408533.0,0.0,379617.0,15.83,3,2,627.0,0,0,Yes,Home,4313648,25,13.01,Yes,6408590.0,67.31,6578665
32,Single,High School,0,Urban,3,Private,1,1,44703,24181.0,1,2274736,26772,59.89,418641.0,0.0,219685.0,78.86,1,0,517.0,0,2,Yes,Vehicle,506805,3,15.16,Yes,588785.0,86.08,2781541
43,Married,No Formal,1,Rural,3,Skilled Labor,1,1,22379,0.0,0,0,0,0.0,337585.0,218105.0,375766.0,14.78,1,1,614.0,0,0,No,Home,978826,25,12.5,Yes,1937552.0,50.52,978826
40,Married,Graduate,2,Urban,2,Private,8,12,44407,0.0,1,1666033,22947,51.67,240191.0,0.0,164196.0,38.04,2,1,599.0,0,1,Yes,Home,1520877,20,15.97,Yes,2460966.0,61.8,3186910
51,Married,No Formal,2,Urban,1,Skilled Labor,3,15,56688,0.0,0,0,0,0.0,795203.0,0.0,779045.0,50.37,2,0,679.0,0,0,Yes,Personal,536251,3,11.69,No,,,536251
45,Married,Graduate,1,Urban,1,Government,8,10,90572,0.0,1,1197485,12005,13.25,792276.0,0.0,983928.0,39.09,2,3,671.0,0,0,Yes,Home,2385477,20,10.1,Yes,4647706.0,51.33,3582962
39,Married,Graduate,0,Rural,3,Private,5,5,69103,0.0,1,2050197,22878,33.11,557268.0,102375.0,478732.0,25.14,4,2,638.0,0,0,,Home,4550289,15,13.73,Yes,5957390.0,76.38,6600486
50,Married,Post Graduate,0,Rural,4,Private,4,14,73657,12445.0,2,4191198,53168,72.18,152782.0,61392.0,-39235.0,42.53,1,2,396.0,1,3,Yes,Home,4880093,30,15.32,Yes,8163803.0,59.78,9071291
44,Married,No Formal,1,Urban,2,Self-Employed,7,16,85268,0.0,1,931616,7481,8.77,435240.0,0.0,441405.0,40.31,4,3,,0,0,Yes,Personal,352342,5,,No,,,1283958
51,Married,Diploma,3,Rural,2,Private,0,0,28028,0.0,0,0,0,0.0,308853.0,31937.0,,72.71,1,1,679.0,0,0,No,Home,2105272,25,10.99,Yes,3463134.0,60.79,2105272
36,Married,Graduate,2,Urban,2,Government,6,8,61811,83639.0,1,2593335,56320,91.12,346253.0,195669.0,264074.0,60.06,2,2,352.0,1,4,Yes,Home,2180101,30,14.56,Yes,3903008.0,55.86,4773436
45,Married,High School,1,Urban,2,Private,7,7,56764,0.0,1,3212484,71427,95.0,82147.0,68323.0,116586.0,39.03,3,2,431.0,0,4,Yes,Vehicle,802302,5,15.24,No,,,4014786
26,Married,Graduate,2,Rural,4,Government,0,4,77827,56903.0,0,0,0,0.0,1898015.0,428673.0,1162568.0,68.74,1,2,633.0,0,0,No,Personal,1382331,3,12.13,No,,,1382331
53,Married,Graduate,3,Urban,4,Government,12,30,73168,12527.0,0,0,0,0.0,1856687.0,0.0,1416258.0,38.84,1,2,647.0,0,0,Yes,Home,2932058,20,13.16,Yes,5534455.0,52.98,2932058
40,Married,No Formal,2,Urban,1,Skilled Labor,0,1,33413,0.0,1,1303141,14197,42.49,450240.0,144540.0,414529.0,43.78,1,2,482.0,1,2,No,Personal,340408,3,14.35,Yes,496285.0,68.59,1643549
26,Single,No Formal,0,Rural,3,Skilled Labor,0,0,26859,8397.0,1,976129,10548,39.27,413600.0,650145.0,486833.0,60.45,1,1,599.0,0,1,No,Home,1327518,20,13.87,Yes,1841936.0,72.07,2303647
35,Single,No Formal,0,Urban,1,Self-Employed,0,0,87918,381505.0,0,0,0,0.0,726721.0,0.0,334174.0,37.13,2,2,665.0,0,0,Yes,Home,2450746,25,11.03,Yes,2763443.0,88.68,2450746
37,Married,Diploma,2,Urban,2,Private,0,0,27917,0.0,1,1031043,12300,44.06,230384.0,0.0,103202.0,75.71,2,1,548.0,0,2,No,Vehicle,232973,7,14.0,Yes,380892.0,61.17,1264016
31,Married,Graduate,0,Rural,3,Private,7,8,47857,,2,2462108,26403,55.17,275479.0,82973.0,324795.0,89.3,2,1,532.0,0,2,No,Vehicle,217116,5,13.82,No,,,2679224
23,Married,Graduate,0,Urban,1,Government,1,1,104193,0.0,1,6242251,83250,79.9,92195.0,11560.0,49631.0,69.78,3,2,529.0,0,2,Yes,Education,863097,5,16.15,No,,,7105348
30,Married,Graduate,2,Rural,3,Private,1,7,69762,17756.0,0,0,0,0.0,220627.0,52806.0,147337.0,51.43,2,3,643.0,0,0,No,Business,3164648,5,13.76,Yes,5754827.0,54.99,3164648
41,Married,Post Graduate,3,Urban,1,Private,10,13,64076,0.0,3,2447410,21876,34.14,567061.0,102035.0,523570.0,33.05,3,2,588.0,0,1,Yes,Home,4401717,25,14.45,Yes,6849348.0,64.26,6849127
33,Single,Post Graduate,0,Urban,1,Government,6,8,64522,383822.0,0,0,0,0.0,146449.0,89667.0,96536.0,0.0,3,1,668.0,0,0,Yes,Home,2915167,15,10.27,Yes,5635675.0,51.73,2915167
29,Single,Post Graduate,0,Urban,1,Self-Employed,2,3,129972,0.0,2,6669805,58177,44.76,1259753.0,310823.0,1004241.0,15.39,3,3,646.0,0,0,No,Home,8048593,20,12.71,Yes,10288199.0,78.23,14718398
38,Married,Diploma,1,Urban,2,Private,8,16,84349,,0,0,0,0.0,239131.0,112175.0,236799.0,21.98,2,1,691.0,0,0,Yes,Vehicle,1230820,5,10.08,Yes,1585145.0,77.65,1230820
35,Married,Graduate,0,Urban,1,Private,1,1,74717,0.0,0,0,0,0.0,990477.0,0.0,374111.0,63.02,3,2,708.0,0,0,Yes,Home,3632262,20,9.94,Yes,5154724.0,70.46,3632262
34,Married,High School,2,Urban,1,Private,1,2,97654,0.0,1,882702,8215,8.41,551893.0,208969.0,699846.0,45.3,4,2,652.0,0,0,Yes,Vehicle,515933,5,10.1,Yes,839099.0,61.49,1398635
39,Divorced,Diploma,2,Urban,2,Government,4,8,57195,0.0,1,3432916,51613,90.24,103542.0,0.0,73857.0,62.77,4,2,513.0,0,2,No,Personal,339474,2,16.12,No,,,3772390
47,Married,High School,2,Urban,2,Private,0,7,83333,0.0,0,0,0,0.0,1418114.0,0.0,895665.0,38.94,2,3,691.0,0,0,Yes,Personal,830548,3,10.23,No,,,830548
32,Married,High School,0,Urban,2,Skilled Labor,0,0,41290,0.0,0,0,0,0.0,392870.0,0.0,-101960.0,98.98784180197512,2,1,662.0,0,0,Yes,Personal,369536,3,11.34,No,,,369536
40,Married,High School,1,Urban,1,Unemployed,5,8,25898,0.0,0,0,0,0.0,424623.0,0.0,328097.0,30.84,1,1,667.0,0,0,No,Home,734510,30,11.02,Yes,1390243.0,52.83,734510
61,Married,High School,3,Urban,1,Unemployed,10,10,38321,0.0,1,355771,3549,9.26,205359.0,0.0,243952.0,62.75,1,2,641.0,0,0,Yes,Medical,385249,3,11.78,Yes,462582.0,83.28,741020
45,Married,Diploma,2,Urban,1,Private,6,13,104494,59819.0,3,9021239,73409,70.25,502705.0,578645.0,610101.0,55.67,3,1,433.0,1,4,Yes,Home,2559388,30,15.93,Yes,2939195.0,87.08,11580627
37,Married,Graduate,0,Urban,1,Government,4,5,93453,70909.0,0,0,0,0.0,1979684.0,0.0,1596548.0,36.86,2,1,756.0,0,0,Yes,Personal,554267,5,8.53,No,,,554267
41,Married,Graduate,0,Urban,1,Government,1,9,87667,282659.0,0,0,0,0.0,1103146.0,283351.0,1117542.0,38.51,3,2,668.0,0,0,Yes,Vehicle,774970,5,10.23,No,,,774970
28,Single,Diploma,0,Rural,3,Private,0,1,43940,22967.0,0,0,0,0.0,629531.0,0.0,720800.0,0.0,2,1,629.0,0,0,Yes,Vehicle,686258,7,12.04,Yes,826978.0,82.98,686258
40,Widowed,High School,2,Urban,3,Private,0,0,47983,0.0,3,1664974,19065,39.73,672227.0,241950.0,211595.0,21.87,2,2,641.0,0,0,No,Home,3402140,20,13.09,Yes,6027392.0,56.44,5067114
34,Married,Post Graduate,1,Urban,2,Private,2,7,45140,,0,0,0,0.0,723205.0,,339627.0,98.98784180197512,2,1,642.0,0,0,Yes,Home,2687502,25,13.2,Yes,3251110.0,82.66,2687502
21,Single,Post Graduate,0,Rural,4,Private,0,0,41367,0.0,0,0,0,0.0,314202.0,95128.0,376101.0,3.86,1,2,648.0,0,0,No,Medical,274353,3,13.65,No,,,274353
35,Married,Graduate,0,Urban,2,Self-Employed,2,2,77800,,0,0,0,0.0,1691245.0,1445213.0,1305634.0,45.57,2,2,651.0,0,0,Yes,Education,272449,7,10.88,No,,,272449
47,Married,Graduate,2,Rural,4,Private,0,5,64485,358490.0,1,2829874,29716,46.08,690713.0,0.0,393039.0,29.3,1,3,551.0,0,2,Yes,Personal,936586,2,15.26,Yes,1014537.0,92.32,3766460
34,Single,Graduate,0,Rural,4,Private,4,8,41775,0.0,1,1814681,22277,53.33,110069.0,58270.0,98149.0,59.37,1,1,450.0,1,3,Yes,Home,1457921,20,14.25,Yes,1956466.0,74.52,3272602
37,Married,Post Graduate,3,Rural,3,Private,1,5,62789,0.0,1,4056744,40627,64.7,386296.0,0.0,473096.0,52.95,3,2,488.0,0,3,Yes,Medical,654333,5,15.11,No,,,4711077
28,Married,Graduate,1,Rural,4,Private,1,7,48359,17630.0,1,879106,10505,21.72,383927.0,0.0,257572.0,29.15,1,1,571.0,1,0,Yes,Vehicle,553922,5,16.55,No,,,1433028
23,Married,Graduate,2,Urban,1,Government,0,0,42252,11732.0,0,0,0,0.0,446392.0,0.0,441968.0,37.22,2,1,620.0,0,0,Yes,Personal,177658,3,11.82,No,,,177658
36,Married,High School,3,Rural,3,Private,6,10,50747,15657.0,0,0,0,0.0,161620.0,59607.0,179972.0,60.14,2,2,650.0,0,0,No,Personal,436905,3,10.95,No,,,436905
49,Married,High School,1,Rural,4,Skilled Labor,6,27,68422,11874.0,0,0,0,0.0,1130016.0,153745.0,850544.0,23.22,1,1,674.0,0,0,Yes,Home,4113334,20,10.98,Yes,6186505.0,66.49,4113334
50,Married,Graduate,1,Urban,4,Private,19,21,76177,0.0,2,3850416,38261,50.23,721049.0,97591.0,296480.0,55.25,1,2,597.0,0,1,No,Vehicle,875376,3,13.58,Yes,967004.0,90.52,4725792
27,Single,Graduate,1,Urban,2,Private,0,0,58485,6432.0,0,0,0,0.0,1313013.0,0.0,629029.0,39.63,3,1,623.0,0,0,Yes,Medical,444142,2,12.72,No,,,444142
25,Single,Graduate,0,Rural,3,Government,0,1,77690,0.0,1,4966817,49708,63.98,636012.0,373242.0,630998.0,11.72,1,3,416.0,1,3,Yes,Vehicle,859339,3,13.83,Yes,1224424.0,70.18,5826156
45,Married,High School,3,Urban,2,Self-Employed,13,16,140487,0.0,1,1259261,13159,9.37,2864320.0,1779008.0,2646843.0,43.45,2,2,723.0,0,0,Yes,Home,9438324,15,9.0,Yes,12945491.0,72.91,10697585
24,Single,Graduate,0,Urban,3,Private,1,1,25391,34322.0,1,497859,11648,45.87,248625.0,28384.0,104100.0,44.49,1,2,600.0,0,0,No,Vehicle,293593,3,12.02,Yes,446954.0,65.69,791452
26,Married,Graduate,2,Rural,3,Private,0,0,33661,99320.0,2,224628,2946,8.75,711172.0,191326.0,756677.0,31.18,2,1,585.0,0,2,Yes,Education,90199,10,15.24,No,,,314827
40,Married,Graduate,0,Urban,1,Private,6,9,120539,0.0,0,0,0,0.0,1785298.0,0.0,1593244.0,26.48,3,3,679.0,0,0,Yes,Home,7481808,20,11.89,Yes,13411365.0,55.79,7481808
30,Married,High School,1,Urban,2,Self-Employed,0,7,68547,0.0,1,3496559,42267,61.66,612643.0,296506.0,602783.0,41.25,1,3,440.0,1,3,Yes,Personal,266897,3,13.56,No,,,3763456
52,Divorced,Diploma,0,Urban,2,Government,0,2,63905,0.0,0,0,0,0.0,1599440.0,2739032.0,1421295.0,44.24,2,1,661.0,0,0,Yes,Personal,391081,3,10.04,No,,,391081
37,Married,Graduate,2,Urban,1,Government,5,5,77345,95138.0,0,0,0,0.0,1449251.0,190221.0,514496.0,5.53,2,2,667.0,0,0,Yes,Medical,496680,3,10.55,Yes,601120.0,82.63,496680
26,Married,High School,2,Urban,3,Private,2,4,50652,8459.0,1,1102565,24421,48.21,674912.0,0.0,410900.0,29.91,3,1,625.0,0,0,Yes,Vehicle,373728,5,12.0,Yes,488295.0,76.54,1476293
46,Married,Graduate,2,Urban,1,Private,6,11,105483,0.0,2,1382150,15940,15.11,1045384.0,0.0,624192.0,33.26,2,3,655.0,0,0,Yes,Business,5294560,10,11.75,Yes,6113552.0,86.6,6676710
35,Married,No Formal,2,Urban,1,Skilled Labor,0,2,30930,0.0,2,241469,3244,10.49,655975.0,0.0,653661.0,29.78,1,1,629.0,0,0,No,Personal,147780,3,11.86,No,,,389249
23,Single,No Formal,0,Urban,1,Skilled Labor,0,0,34028,7223.0,1,1129171,13679,40.2,412856.0,371396.0,429502.0,42.95,2,1,518.0,0,2,Yes,Home,1526109,25,16.33,Yes,2800592.0,54.49,2655280
33,Single,Graduate,0,Urban,1,Private,3,5,72522,22292.0,0,0,0,0.0,166560.0,0.0,97489.0,20.93,2,2,693.0,0,0,Yes,Medical,101817,3,10.24,Yes,197898.0,51.45,101817
51,Divorced,Post Graduate,1,Urban,1,Private,1,17,141081,0.0,2,4778384,36427,25.82,2057497.0,1777779.0,2427692.0,55.71,3,3,662.0,0,0,Yes,Home,5222727,25,10.3,Yes,10208888.0,51.16,10001111
25,Single,PhD,0,Urban,2,Private,0,0,29345,0.0,1,605881,9116,31.06,173656.0,0.0,179472.0,44.3,1,2,602.0,0,0,Yes,Business,809419,15,11.64,Yes,1423383.0,56.87,1415300
22,Single,No Formal,0,Urban,3,Unemployed,1,1,7493,0.0,1,153139,2030,27.09,22741.0,0.0,23154.0,41.34,1,1,591.0,0,0,No,Business,257497,10,14.42,No,,,410636
24,Single,Post Graduate,0,Urban,3,Private,0,3,46292,46993.0,0,0,0,0.0,1186194.0,1926759.0,602898.0,22.95,1,2,634.0,0,0,Yes,Education,247114,10,12.69,No,,,247114
25,Single,Graduate,0,Urban,2,Private,0,0,43503,23108.0,1,1993562,19931,45.82,472544.0,0.0,514378.0,48.08,1,2,578.0,0,1,No,Business,2281599,10,14.58,Yes,4412030.0,51.71,4275161
26,Married,No Formal,1,Urban,1,Self-Employed,0,2,66770,463161.0,0,0,0,0.0,577660.0,144957.0,696443.0,0.0,2,2,686.0,0,0,Yes,Vehicle,259038,5,10.62,Yes,429202.0,60.35,259038
24,Single,Post Graduate,0,Urban,2,Private,0,1,68959,0.0,3,5615027,52924,76.75,247918.0,55967.0,172081.0,67.52,1,1,478.0,0,3,Yes,Vehicle,276556,5,15.04,Yes,349635.0,79.1,5891583
33,Married,Graduate,1,Urban,2,Private,4,11,59923,75942.0,1,1510964,15475,25.82,553330.0,173666.0,496476.0,55.17,2,1,612.0,0,0,Yes,Business,2028562,5,12.97,No,,,3539526
50,Married,High School,1,Urban,2,Unemployed,0,9,12172,0.0,1,485524,5516,45.32,19327.0,0.0,21325.0,45.05,1,1,,0,0,Yes,Home,532443,30,,Yes,958722.0,96.37581038112612,1017967
39,Married,Post Graduate,2,Rural,2,Private,16,17,107830,11813.0,1,1645781,13897,12.89,1459726.0,0.0,1366695.0,28.53,3,2,651.0,0,0,Yes,Home,3543526,15,11.33,Yes,4909422.0,72.18,5189307
28,Married,Post Graduate,1,Urban,4,Private,4,6,57186,92270.0,2,808710,12610,22.05,704572.0,147676.0,766740.0,51.65,2,1,605.0,0,1,No,Personal,782458,2,13.95,No,,,1591168
36,Single,Post Graduate,1,Urban,1,Government,0,0,57483,0.0,0,0,0,0.0,715425.0,293547.0,821550.0,98.98784180197512,3,0,660.0,0,0,Yes,Business,1966022,15,11.87,No,,,1966022
41,Widowed,Graduate,0,Urban,1,Government,8,16,105919,11488.0,2,4317682,55705,52.59,1041742.0,,942488.0,38.17,2,3,489.0,0,4,No,Home,4497989,20,13.71,Yes,8061541.0,55.8,8815671
52,Married,Graduate,2,Rural,2,Private,4,18,112263,0.0,3,2439057,19067,16.98,2088611.0,0.0,2499585.0,17.46,2,2,643.0,0,1,Yes,Medical,505458,3,13.25,No,,,2944515
50,Married,Graduate,2,Urban,2,Private,1,14,72813,0.0,0,0,0,0.0,500582.0,95228.0,413086.0,41.08,2,3,676.0,0,0,Yes,Home,5683065,20,10.09,Yes,6327783.0,89.81,5683065
33,Single,Graduate,0,Rural,4,Private,0,9,63194,0.0,0,0,0,0.0,1047210.0,413074.0,1112532.0,38.47,1,3,693.0,0,0,Yes,Vehicle,594655,5,10.37,Yes,938012.0,63.4,594655
64,Married,Graduate,1,Urban,2,Self-Employed,0,6,125757,0.0,0,0,0,0.0,1316560.0,0.0,1051357.0,30.55,5,5,,0,0,No,Business,3664252,10,,Yes,4887138.0,74.98,3664252
25,Single,Post Graduate,0,Rural,3,Private,2,4,62908,0.0,0,0,0,0.0,334707.0,180473.0,231636.0,46.45,1,1,657.0,0,0,Yes,Home,3617402,20,11.18,Yes,6154869.0,58.77,3617402
24,Single,Post Graduate,0,Urban,1,Government,0,0,60915,0.0,1,746547,7487,12.29,212642.0,0.0,82907.0,38.22,1,1,606.0,0,1,Yes,Business,1828454,5,13.66,Yes,2244277.0,81.47,2575001
50,Divorced,Diploma,0,Urban,1,Self-Employed,20,23,163562,0.0,0,0,0,0.0,889304.0,0.0,1046704.0,40.54,2,2,704.0,0,0,Yes,Vehicle,713696,3,9.16,Yes,839004.0,85.06,713696
31,Married,Graduate,3,Urban,2,Private,0,9,50891,0.0,2,1308719,13474,26.48,357006.0,184417.0,449571.0,29.44,2,1,639.0,0,0,No,Personal,181732,3,13.39,No,,,1490451
36,Married,High School,1,Urban,2,Self-Employed,1,8,78036,73210.0,1,3201791,35856,45.95,631937.0,377671.0,697545.0,64.11,2,1,584.0,0,1,Yes,Home,4784978,25,13.51,Yes,5508113.0,86.87,7986769
41,Divorced,Diploma,0,Urban,2,Government,1,4,74776,0.0,1,2066061,21437,28.67,703824.0,0.0,733538.0,72.45,2,1,658.0,0,0,No,Personal,817629,3,10.28,No,,,2883690
42,Married,High School,0,Rural,4,Self-Employed,0,2,30985,0.0,1,739766,7944,25.64,400853.0,134317.0,226643.0,54.87,2,1,571.0,0,2,Yes,Vehicle,453683,3,14.72,Yes,586498.0,77.35,1193449
36,Married,Graduate,2,Urban,1,Private,10,11,81973,0.0,2,4538349,45616,55.65,416027.0,61267.0,337742.0,33.7,4,3,419.0,1,3,Yes,Vehicle,678631,5,16.14,Yes,1316222.0,51.56,5216980
43,Divorced,Graduate,1,Rural,4,Private,9,17,79572,17742.0,1,1090847,12549,15.77,1247429.0,569507.0,1497455.0,30.04,2,1,629.0,0,0,Yes,Personal,1419069,5,12.04,No,,,2509916
40,Married,Diploma,1,Urban,3,Private,2,7,51678,6880.0,0,0,0,0.0,579706.0,109491.0,366746.0,39.42,1,0,642.0,0,0,Yes,Education,252492,10,13.57,No,,,252492
52,Married,Post Graduate,2,Urban,2,Self-Employed,14,14,75948,0.0,1,3481332,47341,62.33,300370.0,48090.0,343014.0,98.98784180197512,2,1,360.0,1,5,No,Home,5232244,20,15.05,Yes,6113942.0,85.58,8713576
32,Single,High School,0,Rural,4,Private,0,0,45400,0.0,0,0,0,0.0,814218.0,0.0,247174.0,0.0,2,2,627.0,0,0,Yes,Business,2134149,5,13.9,Yes,2486223.0,85.84,2134149
33,Married,Diploma,2,Urban,2,Self-Employed,2,10,108148,0.0,0,0,0,0.0,1843693.0,0.0,1777669.0,43.39,3,2,695.0,0,0,Yes,Vehicle,665577,5,11.88,Yes,998016.0,66.69,665577
33,Married,Diploma,1,Urban,1,Private,1,11,85982,0.0,0,0,0,0.0,764324.0,300813.0,484410.0,52.95,2,1,652.0,0,0,Yes,Home,5351173,25,11.51,Yes,6298054.0,84.97,5351173
42,Married,Post Graduate,1,Urban,2,Government,3,6,91828,124187.0,1,2868067,59237,64.51,500357.0,795125.0,427588.0,3.26,4,1,547.0,0,2,Yes,Business,3465308,10,14.97,Yes,5192102.0,66.74,6333375
22,Single,Diploma,0,Rural,3,Self-Employed,1,1,56020,128602.0,1,2385118,33811,60.36,344459.0,148245.0,362012.0,88.75,3,1,401.0,1,3,Yes,Personal,1019140,5,16.22,Yes,1680857.0,60.63,3404258
40,Single,Post Graduate,0,Rural,4,Private,1,1,24000,0.0,0,0,0,0.0,218150.0,132158.0,188315.0,2.72,2,1,658.0,0,0,Yes,Vehicle,104143,5,10.52,No,,,104143
28,Married,High School,2,Urban,3,Private,3,3,43358,0.0,0,0,0,0.0,1006396.0,160190.0,722783.0,38.71,3,2,671.0,0,0,Yes,Business,2000618,5,10.42,Yes,3211131.0,62.3,2000618
26,Single,Graduate,0,Rural,4,Government,0,0,31403,0.0,1,1210684,12849,40.92,440268.0,0.0,350948.0,20.75,2,1,500.0,1,1,No,Home,1130975,30,14.33,Yes,1461451.0,77.39,2341659
49,Married,High School,1,Urban,1,Self-Employed,1,2,75556,546620.0,3,5663108,55054,72.87,568631.0,356693.0,256479.0,74.52,2,1,531.0,0,2,No,Personal,562243,5,14.26,No,,,6225351
46,Married,Diploma,1,Rural,3,Self-Employed,10,12,98384,0.0,0,0,0,0.0,1579696.0,0.0,1155064.0,2.84,2,3,689.0,0,0,Yes,Personal,1556409,2,10.17,Yes,2836600.0,54.87,1556409
30,Married,High School,3,Urban,1,Skilled Labor,2,4,59398,0.0,4,4501719,50922,85.73,234453.0,23718.0,258597.0,49.97,2,2,505.0,0,2,No,Home,3730357,20,13.94,Yes,6522174.0,57.19,8232076
31,Single,High School,0,Urban,2,Private,0,0,62643,0.0,0,0,0,0.0,684151.0,135794.0,680857.0,44.07,1,1,647.0,0,0,Yes,Business,1977181,10,13.19,Yes,3833891.0,51.57,1977181
35,Single,Graduate,0,Urban,1,Private,5,13,79890,0.0,1,4962879,53848,67.4,171778.0,0.0,134249.0,98.98784180197512,3,3,544.0,0,1,Yes,Business,2253250,15,16.83,Yes,2801926.0,80.42,7216129
39,Married,Diploma,1,Urban,1,Government,2,12,125853,0.0,2,5837107,52377,41.62,1405107.0,0.0,709948.0,29.6,2,2,635.0,0,0,Yes,Personal,1499514,2,12.97,No,,,7336621
34,Married,Post Graduate,3,Urban,2,Government,3,5,87965,0.0,1,5362216,53846,61.21,803515.0,0.0,294078.0,53.68,2,2,561.0,0,2,Yes,Medical,504029,5,15.44,No,,,5866245
32,Single,Graduate,0,Urban,1,Government,0,0,88564,18833.0,0,0,0,0.0,1970072.0,1542793.0,1686867.0,27.41,2,2,682.0,0,0,Yes,Home,3664639,25,10.75,Yes,4900690.0,74.78,3664639
33,Single,No Formal,0,Urban,1,Unemployed,1,5,18845,9810.0,1,1190736,13476,71.51,88290.0,11784.0,104057.0,11.71,1,0,399.0,1,3,No,Home,1145249,25,17.0,Yes,1322277.0,86.61,2335985
23,Single,Diploma,0,Rural,2,Government,0,1,79507,0.0,1,4771016,58208,73.21,179840.0,0.0,143439.0,54.04,2,2,401.0,1,4,Yes,Medical,286778,2,15.37,No,,,5057794
64,Married,High School,3,Rural,3,Unemployed,2,6,23191,0.0,1,932739,14512,62.58,83575.0,108706.0,55681.0,63.32,1,0,495.0,0,4,Yes,Personal,234615,2,14.69,No,,,1167354
23,Single,Graduate,0,Urban,2,Government,1,1,77212,0.0,0,0,0,0.0,739704.0,168435.0,937349.0,6.24,1,2,666.0,0,0,Yes,Business,3529678,5,10.86,Yes,7293732.0,48.39,3529678
